,Movie_name,Rating,Duration,Release_year,Genre,Director,Meta_score
1498,687. Downsizing,5.8,2h 15m,2017-01-01,sci-fi,Alexander Payne,64
1499,692. Avengers: Infinity War,8.4,2h 29m,2018-01-01,sci-fi,Anthony Russo,68
1500,693. A Quiet Place,7.5,1h 30m,2018-01-01,sci-fi,John Krasinski,82
1501,694. Venom,6.6,1h 52m,2018-01-01,sci-fi,Ruben Fleischer,35
1502,699. Elizabeth Harvest,5.8,1h 48m,2018-01-01,sci-fi,Sebastian Gutierrez,54
1503,705. Mortal Engines,6.1,2h 8m,2018-01-01,sci-fi,Christian Rivers,44
1504,708. Aquaman,6.8,2h 23m,2018-01-01,sci-fi,James Wan,55
1505,709. Spider-Man: Into the Spider-Verse,8.4,1h 57m,2018-01-01,sci-fi,Bob Persichetti,87
1506,713. Avengers: Endgame,8.4,3h 1m,2019-01-01,sci-fi,Anthony Russo,78
1507,714. Happy Death Day 2U,6.2,1h 40m,2019-01-01,sci-fi,Christopher Landon,57
1508,719. Alita: Battle Angel,7.3,2h 2m,2019-01-01,sci-fi,Robert Rodriguez,53
1509,724. Upgrade,7.5,1h 40m,2018-01-01,sci-fi,Leigh Whannell,67
1510,746. Wonder Woman,7.3,2h 21m,2017-01-01,sci-fi,Patty Jenkins,76
1511,747. Pokémon: Detective Pikachu,6.5,1h 44m,2019-01-01,sci-fi,Rob Letterman,53
1512,748. The House with a Clock in Its Walls,6.1,1h 45m,2018-01-01,sci-fi,Eli Roth,57
1513,749. The Invisible Man,7.1,2h 4m,2020-01-01,sci-fi,Leigh Whannell,72
1514,764. Underwater,5.9,1h 35m,2020-01-01,sci-fi,William Eubank,48
1515,771. Spies in Disguise,6.8,1h 42m,2019-01-01,sci-fi,Nick Bruno,54
1516,779. Zack Snyder's Justice League,7.9,4h 2m,2021-01-01,sci-fi,Zack Snyder,54
1517,782. Boss Level,6.8,1h 40m,2020-01-01,sci-fi,Joe Carnahan,56
1518,783. Love and Monsters,6.9,1h 49m,2020-01-01,sci-fi,Michael Matthews,63
1519,785. Godzilla vs. Kong,6.3,1h 53m,2021-01-01,sci-fi,Adam Wingard,59
1520,795. A Quiet Place Part II,7.2,1h 37m,2020-01-01,sci-fi,John Krasinski,71
1521,796. The Suicide Squad,7.2,2h 12m,2021-01-01,sci-fi,James Gunn,72
1522,799. Don't Look Up,7.2,2h 18m,2021-01-01,sci-fi,Adam McKay,49
1523,800. Ghostbusters: Afterlife,7.0,2h 4m,2021-01-01,sci-fi,Jason Reitman,45
1524,809. Prey,7.1,1h 40m,2022-01-01,sci-fi,Dan Trachtenberg,71
1525,810. Everything Everywhere All at Once,7.8,2h 19m,2022-01-01,sci-fi,Daniel Kwan,81
1526,820. Pandorum,6.7,1h 48m,2009-01-01,sci-fi,Christian Alvart,28
1527,827. Black Widow,6.6,2h 14m,2021-01-01,sci-fi,Cate Shortland,68
1528,833. 28 Days Later,7.5,1h 53m,2002-01-01,sci-fi,Danny Boyle,73
1529,836. The Platform,7.0,1h 34m,2019-01-01,sci-fi,Galder Gaztelu-Urrutia,73
1530,837. Space Sweepers,6.5,2h 16m,2021-01-01,sci-fi,Sung-hee Jo,64
1531,842. The Flash,6.6,2h 24m,2023-01-01,sci-fi,Andy Muschietti,55
1532,851. The Vast of Night,6.7,1h 31m,2019-01-01,sci-fi,Andrew Patterson,84
1533,853. Blink,7.0,2h 16m,2024-01-01,sci-fi,Bengaluru Srinidhi,0
1534,855. The Beach House,5.3,1h 28m,2019-01-01,sci-fi,Jeffrey A. Brown,64
1535,862. The Substance,7.3,2h 21m,2024-01-01,sci-fi,Coralie Fargeat,78
1536,864. The Wild Robot,8.2,1h 42m,2024-01-01,sci-fi,Chris Sanders,85
1537,5. Frequency,7.4,1h 58m,2000-01-01,mystery,Gregory Hoblit,67
1538,20. Unbreakable,7.3,1h 46m,2000-01-01,mystery,M. Night Shyamalan,62
1539,25. Donnie Darko,8.0,1h 53m,2001-01-01,mystery,Richard Kelly,88
1540,26. Gosford Park,7.2,2h 17m,2001-01-01,mystery,Robert Altman,90
1541,35. Original Sin,6.0,1h 56m,2001-01-01,mystery,Michael Cristofer,33
1542,36. Mulholland Drive,7.9,2h 27m,2001-01-01,mystery,David Lynch,87
1543,37. Session 9,6.4,1h 37m,2001-01-01,mystery,Brad Anderson,58
1544,41. The Others,7.6,1h 44m,2001-01-01,mystery,Alejandro Amenábar,74
1545,45. Vanilla Sky,6.9,2h 16m,2001-01-01,mystery,Cameron Crowe,45
1546,51. Harry Potter and the Chamber of Secrets,7.4,2h 41m,2002-01-01,mystery,Chris Columbus,63
1547,53. Insomnia,7.2,1h 58m,2002-01-01,mystery,Christopher Nolan,78
1548,56. Minority Report,7.6,2h 25m,2002-01-01,mystery,Steven Spielberg,80
1549,62. Signs,6.8,1h 46m,2002-01-01,mystery,M. Night Shyamalan,59
1550,64. The Bourne Identity,7.8,1h 59m,2002-01-01,mystery,Doug Liman,68
1551,66. The Ring,7.1,1h 55m,2002-01-01,mystery,Gore Verbinski,57
1552,69. 11:14,7.1,1h 26m,2003-01-01,mystery,Greg Marcks,65
1553,71. A Tale of Two Sisters,7.1,1h 54m,2003-01-01,mystery,Kim Jee-woon,65
1554,79. Holes,7.0,1h 57m,2003-01-01,mystery,Andrew Davis,71
1555,80. Identity,7.3,1h 30m,2003-01-01,mystery,James Mangold,64
1556,87. Oldboy,8.3,2h,2003-01-01,mystery,Park Chan-wook,78
1557,115. Harry Potter and the Prisoner of Azkaban,7.9,2h 22m,2004-01-01,mystery,Alfonso Cuarón,82
1558,"118. I, Robot",7.1,1h 55m,2004-01-01,mystery,Alex Proyas,59
1559,123. National Treasure,6.9,2h 11m,2004-01-01,mystery,Jon Turteltaub,40
1560,124. Saw,7.6,1h 43m,2004-01-01,mystery,James Wan,46
1561,130. Taking Lives,6.2,1h 43m,2004-01-01,mystery,D.J. Caruso,38
1562,134. The Grudge,5.9,1h 31m,2004-01-01,mystery,Takashi Shimizu,49
1563,139. The Village,6.6,1h 48m,2004-01-01,mystery,M. Night Shyamalan,44
1564,148. Constantine,7.0,2h 1m,2005-01-01,mystery,Francis Lawrence,50
1565,150. Flightplan,6.3,1h 38m,2005-01-01,mystery,Robert Schwentke,53
1566,151. Gone Baby Gone,7.6,1h 54m,2007-01-01,mystery,Ben Affleck,72
1567,152. Harry Potter and the Goblet of Fire,7.7,2h 37m,2005-01-01,mystery,Mike Newell,81
1568,162. Revolver,6.3,1h 51m,2005-01-01,mystery,Guy Ritchie,25
1569,171. The Jacket,7.1,1h 43m,2005-01-01,mystery,John Maybury,44
1570,172. The Ring Two,5.4,1h 50m,2005-01-01,mystery,Hideo Nakata,44
1571,186. Inside Man,7.6,2h 9m,2006-01-01,mystery,Spike Lee,76
1572,192. Monster House,6.7,1h 31m,2006-01-01,mystery,Gil Kenan,68
1573,201. The Da Vinci Code,6.6,2h 29m,2006-01-01,mystery,Ron Howard,46
1574,204. The Girl Who Leapt Through Time,7.7,1h 38m,2006-01-01,mystery,Mamoru Hosoda,66
1575,207. The Illusionist,7.5,1h 50m,2006-01-01,mystery,Neil Burger,68
1576,208. The Prestige,8.5,2h 10m,2006-01-01,mystery,Christopher Nolan,66
1577,210. Vettaiyaadu Vilaiyaadu,7.9,2h 54m,2006-01-01,mystery,Gautham Vasudev Menon,0
1578,213. 1408,6.8,1h 44m,2007-01-01,mystery,Mikael Håfström,64
1579,214. Awake,6.5,1h 24m,2007-01-01,mystery,Joby Harold,33
1580,221. Disturbia,6.8,1h 45m,2007-01-01,mystery,D.J. Caruso,62
1581,226. Harry Potter and the Order of the Phoenix,7.5,2h 18m,2007-01-01,mystery,David Yates,71
1582,227. Hot Fuzz,7.8,2h 1m,2007-01-01,mystery,Edgar Wright,81
1583,233. Knowing,6.2,2h 1m,2009-01-01,mystery,Alex Proyas,41
1584,236. Michael Clayton,7.2,1h 59m,2007-01-01,mystery,Tony Gilroy,82
1585,238. Mr. Brooks,7.3,2h,2007-01-01,mystery,Bruce A. Evans,45
1586,239. Nancy Drew,5.9,1h 39m,2007-01-01,mystery,Andrew Fleming,53
1587,256. The Bourne Ultimatum,8.0,1h 55m,2007-01-01,mystery,Paul Greengrass,85
1588,263. The Orphanage,7.4,1h 45m,2007-01-01,mystery,J.A. Bayona,74
1589,270. Zodiac,7.7,2h 37m,2007-01-01,mystery,David Fincher,79
1590,273. Blindness,6.5,2h 1m,2008-01-01,mystery,Fernando Meirelles,45
1591,274. Changeling,7.7,2h 21m,2008-01-01,mystery,Clint Eastwood,63
1592,279. Doubt,7.5,1h 44m,2008-01-01,mystery,John Patrick Shanley,68
1593,280. Eagle Eye,6.6,1h 58m,2008-01-01,mystery,D.J. Caruso,43
1594,297. Mirrors,6.1,1h 50m,2008-01-01,mystery,Alexandre Aja,35
1595,301. Quantum of Solace,6.5,1h 46m,2008-01-01,mystery,Marc Forster,58
1596,307. Seven Pounds,7.6,2h 3m,2008-01-01,mystery,Gabriele Muccino,36
1597,312. The Alphabet Killer,5.2,1h 38m,2008-01-01,mystery,Rob Schmidt,0
1598,315. The Children,5.9,1h 24m,2008-01-01,mystery,Tom Shankland,0
1599,326. Untraceable,6.2,1h 41m,2008-01-01,mystery,Gregory Hoblit,32
1600,346. Harry Potter and the Half-Blood Prince,7.6,2h 33m,2009-01-01,mystery,David Yates,78
1601,354. Orphan,7.0,2h 3m,2009-01-01,mystery,Jaume Collet-Serra,42
1602,357. Sherlock Holmes,7.6,2h 8m,2009-01-01,mystery,Guy Ritchie,57
1603,360. State of Play,7.1,2h 7m,2009-01-01,mystery,Kevin Macdonald,64
1604,362. The Fourth Kind,5.9,1h 38m,2009-01-01,mystery,Olatunde Osunsanmi,34
1605,364. The International,6.5,1h 58m,2009-01-01,mystery,Tom Tykwer,52
1606,369. The Uninvited,6.3,1h 27m,2009-01-01,mystery,Charles Guard,43
1607,373. Watchmen,7.6,2h 42m,2009-01-01,mystery,Zack Snyder,56
1608,375. Alice in Wonderland,6.4,1h 48m,2010-01-01,mystery,Tim Burton,53
1609,379. Devil,6.3,1h 20m,2010-01-01,mystery,John Erick Dowdle,44
1610,383. Harry Potter and the Deathly Hallows: Part 1,7.7,2h 26m,2010-01-01,mystery,David Yates,65
1611,386. Insidious,6.8,1h 43m,2010-01-01,mystery,James Wan,52
1612,389. Legend of the Guardians: The Owls of Ga'Hoole,6.9,1h 37m,2010-01-01,mystery,Zack Snyder,53
1613,396. 6 Souls,6.0,1h 52m,2010-01-01,mystery,Måns Mårlind,28
1614,397. Shutter Island,8.2,2h 18m,2010-01-01,mystery,Martin Scorsese,63
1615,401. The Ghost Writer,7.2,2h 8m,2010-01-01,mystery,Roman Polanski,77
1616,407. Another Earth,6.9,1h 32m,2011-01-01,mystery,Mike Cahill,66
1617,413. Detention,5.6,1h 33m,2011-01-01,mystery,Joseph Kahn,45
1618,418. Hugo,7.5,2h 6m,2011-01-01,mystery,Martin Scorsese,83
1619,419. Harry Potter and the Deathly Hallows: Part 2,8.1,2h 10m,2011-01-01,mystery,David Yates,85
1620,424. Martha Marcy May Marlene,6.8,1h 42m,2011-01-01,mystery,Sean Durkin,75
1621,431. Source Code,7.5,1h 33m,2011-01-01,mystery,Duncan Jones,74
1622,433. The Adjustment Bureau,7.0,1h 46m,2011-01-01,mystery,George Nolfi,60
1623,434. The Adventures of Tintin,7.3,1h 47m,2011-01-01,mystery,Steven Spielberg,68
1624,437. The Girl with the Dragon Tattoo,7.8,2h 38m,2011-01-01,mystery,David Fincher,71
1625,439. The Innkeepers,5.5,1h 41m,2011-01-01,mystery,Ti West,64
1626,443. Unknown,6.8,1h 53m,2011-01-01,mystery,Jaume Collet-Serra,56
1627,446. You're Next,6.6,1h 35m,2011-01-01,mystery,Adam Wingard,66
1628,452. Brave,7.1,1h 33m,2012-01-01,mystery,Mark Andrews,69
1629,454. Cloud Atlas,7.4,2h 52m,2012-01-01,mystery,Tom Tykwer,55
1630,470. Talaash: The Answer Lies Within,7.3,2h 20m,2012-01-01,mystery,Reema Kagti,65
1631,474. The Last Will and Testament of Rosalind Leigh,5.1,1h 22m,2012-01-01,mystery,Rodrigo Gudiño,0
1632,477. The Possession,5.9,1h 32m,2012-01-01,mystery,Ole Bornedal,45
1633,498. Europa Report,6.4,1h 30m,2013-01-01,mystery,Sebastián Cordero,68
1634,510. Now You See Me,7.2,1h 55m,2013-01-01,mystery,Louis Leterrier,50
1635,524. The Conjuring,7.5,1h 52m,2013-01-01,mystery,James Wan,68
1636,530. Upstream Color,6.5,1h 36m,2013-01-01,mystery,Shane Carruth,81
1637,543. Unfriended,5.6,1h 23m,2014-01-01,mystery,Levan Gabriadze,59
1638,549. Gone Girl,8.1,2h 29m,2014-01-01,mystery,David Fincher,79
1639,552. Honeymoon,5.7,1h 27m,2014-01-01,mystery,Leigh Janiak,65
1640,553. Housebound,6.7,1h 47m,2014-01-01,mystery,Gerard Johnstone,76
1641,555. It Follows,6.8,1h 40m,2014-01-01,mystery,David Robert Mitchell,83
1642,564. The Babadook,6.8,1h 34m,2014-01-01,mystery,Jennifer Kent,86
1643,565. The Canal,5.8,1h 32m,2014-01-01,mystery,Ivan Kavanagh,55
1644,568. The Guest,6.7,1h 40m,2014-01-01,mystery,Adam Wingard,76
1645,569. The Maze Runner,6.8,1h 53m,2014-01-01,mystery,Wes Ball,57
1646,574. When Marnie Was There,7.6,1h 43m,2014-01-01,mystery,Hiromasa Yonebayashi,72
1647,575. White Bird in a Blizzard,6.4,1h 31m,2014-01-01,mystery,Gregg Araki,51
1648,583. Crimson Peak,6.5,1h 59m,2015-01-01,mystery,Guillermo del Toro,66
1649,594. RangiTaranga,8.1,2h 29m,2015-01-01,mystery,Anup Bhandari,0
1650,604. The Final Girls,6.5,1h 31m,2015-01-01,mystery,Todd Strauss-Schulson,59
1651,606. The Invitation,6.6,1h 40m,2015-01-01,mystery,Karyn Kusama,74
1652,609. The Sea of Trees,6.1,1h 50m,2015-01-01,mystery,Gus Van Sant,23
1653,610. The Visit,6.3,1h 34m,2015-01-01,mystery,M. Night Shyamalan,55
1654,612. Uppi 2,7.8,2h 15m,2015-01-01,mystery,Upendra,0
1655,617. Arrival,7.9,1h 56m,2016-01-01,mystery,Denis Villeneuve,81
1656,627. Lights Out,6.3,1h 21m,2016-01-01,mystery,David F. Sandberg,58
1657,630. Ouija: Origin of Evil,6.2,1h 39m,2016-01-01,mystery,Mike Flanagan,65
1658,632. Personal Shopper,6.1,1h 45m,2016-01-01,mystery,Olivier Assayas,77
1659,637. The Conjuring 2,7.3,2h 14m,2016-01-01,mystery,James Wan,65
1660,648. U Turn,7.4,2h,2016-01-01,mystery,Pawan Kumar,0
1661,653. Get Out,7.8,1h 44m,2017-01-01,mystery,Jordan Peele,85
1662,656. Risen,6.3,1h 47m,2016-01-01,mystery,Kevin Reynolds,51
1663,660. Happy Death Day,6.6,1h 36m,2017-01-01,mystery,Christopher Landon,58
1664,666. The Deep End,6.5,1h 41m,2001-01-01,mystery,Scott McGehee,78
1665,669. Ghost Ship,5.6,1h 31m,2002-01-01,mystery,Steve Beck,28
1666,682. The Hateful Eight,7.8,2h 48m,2015-01-01,mystery,Quentin Tarantino,68
1667,684. Annihilation,6.8,1h 55m,2018-01-01,mystery,Alex Garland,79
1668,686. Blade Runner 2049,8.0,2h 44m,2017-01-01,mystery,Denis Villeneuve,81
1669,688. Insidious: Chapter 2,6.6,1h 46m,2013-01-01,mystery,James Wan,40
1670,696. A Simple Favor,6.8,1h 57m,2018-01-01,mystery,Paul Feig,67
1671,710. Hereditary,7.3,2h 7m,2018-01-01,mystery,Ari Aster,87
1672,712. Road Games,5.3,1h 35m,2015-01-01,mystery,Abner Pastoll,44
1673,714. Happy Death Day 2U,6.2,1h 40m,2019-01-01,mystery,Christopher Landon,57
1674,717. Kavaludaari,7.9,2h 23m,2019-01-01,mystery,Hemanth M. Rao,0
1675,721. Truth or Dare,5.2,1h 40m,2018-01-01,mystery,Jeff Wadlow,35
1676,722. Incident in a Ghostland,6.4,1h 31m,2018-01-01,mystery,Pascal Laugier,44
1677,725. Ready or Not,6.8,1h 35m,2019-01-01,mystery,Matt Bettinelli-Olpin,64
1678,742. Gentleman,6.8,2h 24m,2020-01-01,mystery,Jadesh Kumar,0
1679,743. Knives Out,7.9,2h 10m,2019-01-01,mystery,Rian Johnson,82
1680,747. Pokémon: Detective Pikachu,6.5,1h 44m,2019-01-01,mystery,Rob Letterman,53
1681,748. The House with a Clock in Its Walls,6.1,1h 45m,2018-01-01,mystery,Eli Roth,57
1682,749. The Invisible Man,7.1,2h 4m,2020-01-01,mystery,Leigh Whannell,72
1683,769. The Lodge,6.0,1h 48m,2019-01-01,mystery,Severin Fiala,64
1684,773. Angel of Mine,6.4,1h 38m,2019-01-01,mystery,Kim Farrant,47
1685,780. Promising Young Woman,7.5,1h 53m,2020-01-01,mystery,Emerald Fennell,72
1686,781. Palm Springs,7.4,1h 30m,2020-01-01,mystery,Max Barbakow,83
1687,782. Boss Level,6.8,1h 40m,2020-01-01,mystery,Joe Carnahan,56
1688,786. Host,6.5,57m,2020-01-01,mystery,Rob Savage,73
1689,798. Last Night in Soho,7.0,1h 56m,2021-01-01,mystery,Edgar Wright,65
1690,804. Death on the Nile,6.3,2h 7m,2022-01-01,mystery,Kenneth Branagh,52
1691,806. X,6.5,1h 45m,2022-01-01,mystery,Ti West,80
1692,811. The Gray Man,6.5,2h 2m,2022-01-01,mystery,Joe Russo,49
1693,820. Pandorum,6.7,1h 48m,2009-01-01,mystery,Christian Alvart,28
1694,835. Antlers,5.9,1h 39m,2021-01-01,mystery,Scott Cooper,57
1695,836. The Platform,7.0,1h 34m,2019-01-01,mystery,Galder Gaztelu-Urrutia,73
1696,841. Coco,8.4,1h 45m,2017-01-01,mystery,Lee Unkrich,81
1697,850. Sita Ramam,8.5,2h 43m,2022-01-01,mystery,Hanu Raghavapudi,0
1698,851. The Vast of Night,6.7,1h 31m,2019-01-01,mystery,Andrew Patterson,84
1699,855. The Beach House,5.3,1h 28m,2019-01-01,mystery,Jeffrey A. Brown,64
1700,861. Exhuma,6.9,2h 14m,2024-01-01,mystery,Jang Jae-hyun,80
1701,1. American Psycho,7.6,1h 42m,2000-01-01,horror,Mary Harron,64
1702,4. Final Destination,6.7,1h 38m,2000-01-01,horror,James Wong,39
1703,6. Ginger Snaps,6.8,1h 48m,2000-01-01,horror,John Fawcett,70
1704,14. Pitch Black,7.0,1h 49m,2000-01-01,horror,David Twohy,49
1705,18. The Cell,6.4,1h 47m,2000-01-01,horror,Tarsem Singh,40
1706,37. Session 9,6.4,1h 37m,2001-01-01,horror,Brad Anderson,58
1707,41. The Others,7.6,1h 44m,2001-01-01,horror,Alejandro Amenábar,74
1708,55. Makdee,7.5,1h 30m,2002-01-01,horror,Vishal Bhardwaj,0
1709,60. Resident Evil,6.6,1h 40m,2002-01-01,horror,Paul W.S. Anderson,35
1710,66. The Ring,7.1,1h 55m,2002-01-01,horror,Gore Verbinski,57
1711,71. A Tale of Two Sisters,7.1,1h 54m,2003-01-01,horror,Kim Jee-woon,65
1712,100. Aapthamitra,8.2,1h 40m,2004-01-01,horror,P. Vasu,0
1713,101. Alien vs. Predator,5.7,1h 41m,2004-01-01,horror,Paul W.S. Anderson,29
1714,108. Dawn of the Dead,7.2,1h 41m,2004-01-01,horror,Zack Snyder,59
1715,116. Hellboy,6.9,2h 2m,2004-01-01,horror,Guillermo del Toro,72
1716,124. Saw,7.6,1h 43m,2004-01-01,horror,James Wan,46
1717,125. Shaun of the Dead,7.9,1h 39m,2004-01-01,horror,Edgar Wright,76
1718,134. The Grudge,5.9,1h 31m,2004-01-01,horror,Takashi Shimizu,49
1719,148. Constantine,7.0,2h 1m,2005-01-01,horror,Francis Lawrence,50
1720,153. Hostel,5.9,1h 34m,2005-01-01,horror,Eli Roth,55
1721,166. The Descent,7.2,1h 39m,2005-01-01,horror,Neil Marshall,71
1722,167. The Devil's Rejects,6.7,1h 47m,2005-01-01,horror,Rob Zombie,54
1723,168. The Exorcism of Emily Rose,6.7,1h 59m,2005-01-01,horror,Scott Derrickson,46
1724,172. The Ring Two,5.4,1h 50m,2005-01-01,horror,Hideo Nakata,44
1725,205. The Hills Have Eyes,6.4,1h 47m,2006-01-01,horror,Alexandre Aja,52
1726,206. The Host,7.1,2h,2006-01-01,horror,Bong Joon Ho,85
1727,213. 1408,6.8,1h 44m,2007-01-01,horror,Mikael Håfström,64
1728,215. An American Crime,7.2,1h 38m,2007-01-01,horror,Tommy O'Haver,0
1729,228. I Am Legend,7.2,1h 41m,2007-01-01,horror,Francis Lawrence,65
1730,253. Sweeney Todd: The Demon Barber of Fleet Street,7.3,1h 56m,2007-01-01,horror,Tim Burton,83
1731,255. Teeth,5.4,1h 34m,2007-01-01,horror,Mitchell Lichtenstein,57
1732,262. The Mist,7.1,2h 6m,2007-01-01,horror,Frank Darabont,58
1733,263. The Orphanage,7.4,1h 45m,2007-01-01,horror,J.A. Bayona,74
1734,268. Vacancy,6.2,1h 25m,2007-01-01,horror,Nimród Antal,54
1735,269. Wrong Turn 2: Dead End,5.5,1h 33m,2007-01-01,horror,Joe Lynch,0
1736,281. Eden Lake,6.7,1h 31m,2008-01-01,horror,James Watkins,65
1737,289. Hellboy II: The Golden Army,7.0,2h,2008-01-01,horror,Guillermo del Toro,78
1738,295. Let the Right One In,7.8,1h 54m,2008-01-01,horror,Tomas Alfredson,82
1739,296. Martyrs,7.0,1h 39m,2008-01-01,horror,Pascal Laugier,0
1740,297. Mirrors,6.1,1h 50m,2008-01-01,horror,Alexandre Aja,35
1741,302. Quarantine,6.0,1h 29m,2008-01-01,horror,John Erick Dowdle,53
1742,304. Red Mist,4.9,1h 22m,2008-01-01,horror,Paddy Breathnach,0
1743,315. The Children,5.9,1h 24m,2008-01-01,horror,Tom Shankland,0
1744,321. The Ruins,5.9,1h 30m,2008-01-01,horror,Carter Smith,44
1745,341. Daybreakers,6.4,1h 38m,2009-01-01,horror,Michael Spierig,57
1746,344. Drag Me to Hell,6.6,1h 39m,2009-01-01,horror,Sam Raimi,83
1747,349. Jennifer's Body,5.5,1h 42m,2009-01-01,horror,Karyn Kusama,47
1748,354. Orphan,7.0,2h 3m,2009-01-01,horror,Jaume Collet-Serra,42
1749,358. Splice,5.8,1h 44m,2009-01-01,horror,Vincenzo Natali,66
1750,362. The Fourth Kind,5.9,1h 38m,2009-01-01,horror,Olatunde Osunsanmi,34
1751,366. The Last House on the Left,6.5,1h 53m,2009-01-01,horror,Dennis Iliadis,42
1752,369. The Uninvited,6.3,1h 27m,2009-01-01,horror,Charles Guard,43
1753,374. Zombieland,7.5,1h 28m,2009-01-01,horror,Ruben Fleischer,73
1754,379. Devil,6.3,1h 20m,2010-01-01,horror,John Erick Dowdle,44
1755,386. Insidious,6.8,1h 43m,2010-01-01,horror,James Wan,52
1756,396. 6 Souls,6.0,1h 52m,2010-01-01,horror,Måns Mårlind,28
1757,400. The Crazies,6.5,1h 41m,2010-01-01,horror,Breck Eisner,56
1758,413. Detention,5.6,1h 33m,2011-01-01,horror,Joseph Kahn,45
1759,439. The Innkeepers,5.5,1h 41m,2011-01-01,horror,Ti West,64
1760,446. You're Next,6.6,1h 35m,2011-01-01,horror,Adam Wingard,66
1761,453. Byzantium,6.5,1h 58m,2012-01-01,horror,Neil Jordan,66
1762,467. Simon Killer,6.3,1h 46m,2012-01-01,horror,Antonio Campos,63
1763,474. The Last Will and Testament of Rosalind Leigh,5.1,1h 22m,2012-01-01,horror,Rodrigo Gudiño,0
1764,475. The Lords of Salem,5.2,1h 41m,2012-01-01,horror,Rob Zombie,57
1765,477. The Possession,5.9,1h 32m,2012-01-01,horror,Ole Bornedal,45
1766,478. The Seasoning House,6.1,1h 30m,2012-01-01,horror,Paul Hyett,0
1767,479. The Woman in Black,6.4,1h 35m,2012-01-01,horror,James Watkins,62
1768,484. 6-5=2,5.6,1h 45m,2013-01-01,horror,K.S. Ashoka,0
1769,494. Carrie,5.8,1h 40m,2013-01-01,horror,Kimberly Peirce,53
1770,508. Mama,6.2,1h 40m,2013-01-01,horror,Andy Muschietti,57
1771,515. Avenged,5.5,1h 35m,2013-01-01,horror,Michael S. Ojeda,0
1772,524. The Conjuring,7.5,1h 52m,2013-01-01,horror,James Wan,68
1773,526. The Returned,5.9,1h 38m,2013-01-01,horror,Manuel Carballo,47
1774,534. World War Z,7.0,1h 56m,2013-01-01,horror,Marc Forster,63
1775,542. Cooties,5.7,1h 28m,2014-01-01,horror,Jonathan Milott,49
1776,543. Unfriended,5.6,1h 23m,2014-01-01,horror,Levan Gabriadze,59
1777,552. Honeymoon,5.7,1h 27m,2014-01-01,horror,Leigh Janiak,65
1778,553. Housebound,6.7,1h 47m,2014-01-01,horror,Gerard Johnstone,76
1779,555. It Follows,6.8,1h 40m,2014-01-01,horror,David Robert Mitchell,83
1780,562. Spring,6.7,1h 49m,2014-01-01,horror,Justin Benson,70
1781,564. The Babadook,6.8,1h 34m,2014-01-01,horror,Jennifer Kent,86
1782,565. The Canal,5.8,1h 32m,2014-01-01,horror,Ivan Kavanagh,55
1783,570. The Purge: Anarchy,6.4,1h 43m,2014-01-01,horror,James DeMonaco,50
1784,571. Tusk,5.4,1h 42m,2014-01-01,horror,Kevin Smith,55
1785,583. Crimson Peak,6.5,1h 59m,2015-01-01,horror,Guillermo del Toro,66
1786,587. Goosebumps,6.3,1h 43m,2015-01-01,horror,Rob Letterman,60
1787,597. Southbound,5.9,1h 29m,2015-01-01,horror,Roxanne Benjamin,58
1788,604. The Final Girls,6.5,1h 31m,2015-01-01,horror,Todd Strauss-Schulson,59
1789,606. The Invitation,6.6,1h 40m,2015-01-01,horror,Karyn Kusama,74
1790,610. The Visit,6.3,1h 34m,2015-01-01,horror,M. Night Shyamalan,55
1791,613. 10 Cloverfield Lane,7.2,1h 43m,2016-01-01,horror,Dan Trachtenberg,76
1792,616. A Monster Calls,7.4,1h 48m,2016-01-01,horror,J.A. Bayona,76
1793,620. Don't Breathe,7.1,1h 28m,2016-01-01,horror,Fede Alvarez,71
1794,627. Lights Out,6.3,1h 21m,2016-01-01,horror,David F. Sandberg,58
1795,628. Morgan,5.8,1h 32m,2016-01-01,horror,Luke Scott,48
1796,630. Ouija: Origin of Evil,6.2,1h 39m,2016-01-01,horror,Mike Flanagan,65
1797,634. Shivalinga,6.9,2h 35m,2016-01-01,horror,P. Vasu,0
1798,635. Split,7.3,1h 57m,2016-01-01,horror,M. Night Shyamalan,63
1799,637. The Conjuring 2,7.3,2h 14m,2016-01-01,horror,James Wan,65
1800,638. The Girl with All the Gifts,6.6,1h 51m,2016-01-01,horror,Colm McCarthy,67
1801,645. The Other Side of the Door,5.3,1h 36m,2016-01-01,horror,Johannes Roberts,41
1802,646. The Purge: Election Year,6.0,1h 48m,2016-01-01,horror,James DeMonaco,55
1803,647. The Shallows,6.3,1h 26m,2016-01-01,horror,Jaume Collet-Serra,59
1804,648. U Turn,7.4,2h,2016-01-01,horror,Pawan Kumar,0
1805,653. Get Out,7.8,1h 44m,2017-01-01,horror,Jordan Peele,85
1806,654. Life,6.6,1h 44m,2017-01-01,horror,Daniel Espinosa,54
1807,660. Happy Death Day,6.6,1h 36m,2017-01-01,horror,Christopher Landon,58
1808,669. Ghost Ship,5.6,1h 31m,2002-01-01,horror,Steve Beck,28
1809,684. Annihilation,6.8,1h 55m,2018-01-01,horror,Alex Garland,79
1810,688. Insidious: Chapter 2,6.6,1h 46m,2013-01-01,horror,James Wan,40
1811,693. A Quiet Place,7.5,1h 30m,2018-01-01,horror,John Krasinski,82
1812,699. Elizabeth Harvest,5.8,1h 48m,2018-01-01,horror,Sebastian Gutierrez,54
